district,avg_enrollment,district_volatility,cv,spike_rate,error_mape,cluster,cluster_label,recommendation
Adilabad,51.9,33.47706368699991,0.6450301288315007,0.0,0.007871795436296439,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Devbhumi Dwarka,16.20689655172414,10.715073862637318,0.6611428553134235,0.18181818181818182,0.00428912552971791,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Dewas,80.61764705882354,79.50796213449789,0.9862352107039022,0.2727272727272727,0.017267582095631513,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dhalai,11.3,8.734197553098495,0.7729378364889873,0.2727272727272727,0.005361749680306194,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Dhamtari,22.384615384615383,21.60199420993705,0.9650375419815677,0.09090909090909091,0.005788204829781249,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Dhanbad,104.81818181818181,76.5602110047439,0.7304096453114904,0.0,0.009955090973787406,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dhar,106.125,81.93890328145564,0.7720980285576776,0.2727272727272727,0.013471316013946912,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dharmapuri,66.2,41.78301915437864,0.6311634313254906,0.09090909090909091,0.011287349397938896,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dharwad,52.03125,48.911694211560096,0.9400445734173224,0.18181818181818182,0.008180004152260145,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dhemaji,28.736842105263158,36.52743079617002,1.2711010716173619,0.0,0.005901988985054354,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Dhenkanal,35.92857142857143,19.774522649908544,0.550384328212752,0.2727272727272727,0.008919886243245056,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Dholpur,68.5625,47.49325079385219,0.6927001027261184,0.18181818181818182,0.021930585413268547,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dhubri,98.58333333333333,56.08634924318547,0.568923238302112,0.0,0.0063805176962425944,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dhule,107.31428571428572,83.91584419859592,0.7819634043992247,0.0,0.013514954591584123,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dibrugarh,33.46875,24.527778031474647,0.7328561129633402,0.0,0.006410616618074486,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Dima Hasao,1.0,0.0,0.0,0.0,0.058915343753796735,3,Mixed / Moderate,Review specific districts for targeted actions.
Dimapur,13.53125,7.766696374948951,0.5739821800923764,0.0,0.01787827320584752,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Dindigul,65.25,43.326219432608944,0.6640033629416848,0.09090909090909091,0.022347382176393774,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dindori,28.555555555555557,27.31065350502977,0.9564042083138532,0.18181818181818182,0.03855175217098892,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Diu,1.5555555555555556,0.8819171036881969,0.5669467091493751,0.0,0.006472127944739614,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Doda,54.096774193548384,56.59643972236515,1.0462072935962357,0.09090909090909091,0.01024813389178595,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dr. B. R. Ambedkar Konaseema,6.961538461538462,3.5494311570252406,0.5098630390574576,0.2727272727272727,0.014766332899032336,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Dumka,56.54545454545455,40.87640739862277,0.7228946645930846,0.09090909090909091,0.009284719285182607,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Dungarpur,73.83870967741936,51.76942261875798,0.7011149415289483,0.18181818181818182,0.01579413101844831,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Durg,27.303030303030305,21.30652019993652,0.7803719939757524,0.36363636363636365,0.008171340170410478,0,Stable + Low Error,Low-priority monitoring; periodic audits.
East Delhi,61.361111111111114,36.43087605532881,0.5937127831464298,0.18181818181818182,0.010159560047537586,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
East Garo Hills,21.678571428571427,13.997495996780788,0.6456835055877809,0.0,0.02070716871360604,1,Stable + Low Error,Low-priority monitoring; periodic audits.
East Godavari,75.375,47.071496751767015,0.6244974693352241,0.2727272727272727,0.004574204873586297,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
East Jaintia Hills,13.1,8.293537159782288,0.6330944396297095,0.0,0.007349488568314934,1,Stable + Low Error,Low-priority monitoring; periodic audits.
East Kameng,3.0,2.0930724738891344,0.6976908243971478,0.0,0.011608013360338005,1,Stable + Low Error,Low-priority monitoring; periodic audits.
East Khasi Hills,73.1951219512195,46.00772734671597,0.6285627528122572,0.0,0.057731525525916066,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
East Siang,2.4347826086956523,1.804693047597688,0.7412132156731949,0.0,0.007413594269463747,1,Stable + Low Error,Low-priority monitoring; periodic audits.
East Sikkim,9.88,5.918333098657651,0.5990215686294158,0.1,0.014210815271914387,1,Stable + Low Error,Low-priority monitoring; periodic audits.
East Singhbhum,81.52777777777777,64.93226629611202,0.7964434707432234,0.36363636363636365,0.008728646524088763,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Eastern West Khasi Hills,4.956521739130435,3.404252165501861,0.6868228051819815,0.5,0.1612860675302802,3,Mixed / Moderate,Review specific districts for targeted actions.
Eluru,6.6,4.564354645876384,0.6915688856340629,0.18181818181818182,0.011308333905271622,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Ernakulam,65.36363636363636,43.45674442895644,0.6648458813785919,0.18181818181818182,0.013566477799720256,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Erode,69.78125,43.581391689721244,0.6245430067403019,0.09090909090909091,0.016928991326387418,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Etah,47.08571428571429,31.78176634910193,0.6749768338561549,0.18181818181818182,0.02566529352570686,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Etawah,59.03030303030303,35.09049448255614,0.5944488284931909,0.18181818181818182,0.017949788348783323,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Faridabad,69.8108108108108,47.618762547409254,0.6821115811958592,0.09090909090909091,0.009953699168087707,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Faridkot,9.586206896551724,7.033172629857689,0.7336762814553827,0.18181818181818182,0.01170091079910628,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Farrukhabad,49.76470588235294,37.07409356339325,0.7449876957033339,0.2727272727272727,0.027968731364593102,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Fatehabad,33.407407407407405,32.333906065946955,0.967866367798709,0.18181818181818182,0.011048251298747558,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Fatehgarh Sahib,11.857142857142858,8.792733892946455,0.7415558704269192,0.09090909090909091,0.014477955097575016,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Fatehpur,87.44444444444444,55.538632343078845,0.6351304842210844,0.09090909090909091,0.028244889844502605,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Fazilka,22.548387096774192,17.13250071195566,0.7598104750315757,0.09090909090909091,0.008106511935989113,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Firozabad,65.51351351351352,44.48821418309799,0.6790692758867574,0.2727272727272727,0.024396903900213488,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Firozpur,22.037037037037038,14.24370706253084,0.6463530935645061,0.18181818181818182,0.009870839834719423,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Gadag,40.93333333333333,28.598207483413496,0.6986532772650207,0.2727272727272727,0.007554376985692707,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gadchiroli,25.178571428571427,18.51536613380311,0.7353620591856694,0.36363636363636365,0.021534447283473337,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Gajapati,22.392857142857142,11.503105170840982,0.5136952867131803,0.09090909090909091,0.005598003370157935,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Ganderbal,9.346153846153847,5.8442608271178855,0.6253118579786292,0.18181818181818182,0.008099839416315107,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Gandhinagar,30.057142857142857,21.775516279613157,0.7244705986322282,0.5454545454545454,0.007999688308202716,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Ganganagar,49.53333333333333,38.329545040197196,0.7738131569197184,0.5454545454545454,0.01646389794422405,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Ganjam,83.35483870967742,51.53674959812449,0.6182814386697726,0.18181818181818182,0.009635649375300924,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Garhwa,63.4375,47.71618884005044,0.7521763757918939,0.2727272727272727,0.008094935231503828,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Garhwal,1.6,1.0749676997731399,0.6718548119383031,0.0,0.0481733733853546,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Gariyaband,16.53846153846154,15.039230749558355,0.9093488359648235,0.09090909090909091,0.00936396355089778,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Gaurela-Pendra-Marwahi,2.7142857142857144,2.0035682454774815,0.738156721746067,0.0,0.03547172469867548,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Gautam Buddha Nagar,100.12820512820512,60.40354620435854,0.603262049154022,0.18181818181818182,0.02589571515265592,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gaya,183.18421052631578,139.87211442100647,0.7635598833456733,0.36363636363636365,0.023714122047159735,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ghaziabad,165.2972972972973,88.61240973565248,0.5360789993785656,0.18181818181818182,0.021650117046945506,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Ghazipur,115.45454545454545,73.27221971401018,0.634641273107977,0.18181818181818182,0.02582980067329608,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gir Somnath,22.5,16.58604154684138,0.7371574020490765,0.36363636363636365,0.0051435480401539856,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Giridih,107.18181818181819,72.73043316996612,0.6785706232927591,0.2727272727272727,0.009840829984495396,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Goalpara,51.57142857142857,38.02962136072795,0.7374164806646365,0.09090909090909091,0.011489471946165454,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Godda,48.40625,33.245770407677426,0.6868073938177534,0.2727272727272727,0.01026863607992348,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Golaghat,32.55882352941177,20.986563055369626,0.6445737523583124,0.2727272727272727,0.00626581891603119,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Gomati,5.363636363636363,3.6715826942232255,0.6845323665919598,0.45454545454545453,0.005710067271383157,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Gonda,126.32352941176471,79.44684542366572,0.6289156564338186,0.18181818181818182,0.024742253490430088,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gondiya,33.285714285714285,22.408426230718796,0.6732145219326999,0.18181818181818182,0.01809090008680329,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gopalganj,100.38888888888889,66.16269029673437,0.6590638767733014,0.18181818181818182,0.027164426303645198,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gorakhpur,154.94594594594594,85.26167106357083,0.5502671950692065,0.18181818181818182,0.022017354262822884,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gumla,67.3125,42.162846739295134,0.6263746962104922,0.09090909090909091,0.011380471629186211,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Guna,76.48484848484848,58.90623970138966,0.7701687441047714,0.2727272727272727,0.015303119336236681,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Guntur,90.1875,53.28828322466635,0.5908610752496243,0.36363636363636365,0.009050896965174273,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gurdaspur,50.5,36.13883162908219,0.7156204282844866,0.09090909090909091,0.01256826943286976,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gurugram,57.22222222222222,37.62758191320458,0.6575693926464526,0.18181818181818182,0.010184188275368263,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Gwalior,104.58974358974359,71.97065116337278,0.6881234114598435,0.2727272727272727,0.01566487085665682,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hailakandi,44.85294117647059,25.57002548314249,0.5700858140376799,0.0,0.009434887618997103,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hamirpur (Hp),15.88,13.830280787701552,0.8709244827978985,0.0,0.010589660786749349,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Hamirpur (Up),29.65625,20.93863441799208,0.7060445746608568,0.2727272727272727,0.020710040765516514,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Hanumakonda,13.035714285714286,7.264740534007739,0.557295164209897,0.09090909090909091,0.009677084844958687,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Hanumangarh,42.96774193548387,29.030425270702622,0.6756330205486762,0.2727272727272727,0.02715034090521132,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hapur,47.121212121212125,32.230379279258386,0.6839887563941833,0.2727272727272727,0.021592366373278795,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Harda,29.464285714285715,24.758810093554114,0.8402990092072568,0.18181818181818182,0.06096048066216317,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hardoi,144.05714285714285,96.3248006844071,0.6686568869359075,0.18181818181818182,0.02210602794753612,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Haridwar,58.55882352941177,43.835913860994395,0.7485791417621084,0.09090909090909091,0.011104486376253274,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hassan,34.89655172413793,23.875188596990636,0.6841704242024581,0.18181818181818182,0.011354558892793052,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hathras,48.8125,29.527939202531336,0.6049257711022056,0.36363636363636365,0.024790224903876116,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Haveri,39.4375,29.678859099017856,0.7525542719053009,0.36363636363636365,0.0076181398143047915,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Hazaribagh,73.75,53.385391260156545,0.7238697119923074,0.0,0.006499392515203542,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hingoli,43.76470588235294,30.85259070063933,0.7049651100791454,0.18181818181818182,0.013069153123505832,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hisar,53.78787878787879,49.3347985552272,0.9172103393195661,0.09090909090909091,0.009787361562901995,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hojai,38.22222222222222,23.146874039009624,0.6055868207721987,0.09090909090909091,0.007295346571809574,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hooghly,166.63636363636363,120.63343705773964,0.7239322463868919,0.09090909090909091,0.012027746461358414,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hoshiarpur,30.75,22.83027438668726,0.7424479475104004,0.09090909090909091,0.010539294479361206,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Howrah,145.91176470588235,107.49809516199862,0.7367335689342682,0.0,0.016315031674384074,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Hyderabad,231.64864864864865,175.79979399182344,0.7589070560808993,0.18181818181818182,0.1144641968330927,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Idukki,20.814814814814813,16.368442990276318,0.7863842717370609,0.09090909090909091,0.013879565882000282,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Imphal East,12.34375,10.539049889845154,0.8537964467030973,0.09090909090909091,0.01112876394044713,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Imphal West,12.433333333333334,8.31568245621751,0.6688216452183932,0.09090909090909091,0.012730518503649679,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Indore,150.3421052631579,116.93756160604255,0.7778097918781832,0.2727272727272727,0.007693150101181994,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jabalpur,132.83870967741936,104.45895422738813,0.7863592960234714,0.2727272727272727,0.013151109495064513,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jagatsinghpur,62.29032258064516,50.71304470474837,0.8141400237296537,0.0,0.009710856377962783,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jagtial,19.925925925925927,13.120523928111567,0.6584649554669771,0.0,0.010948388153946472,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Jaipur,230.9142857142857,162.83614489428817,0.7051800385146505,0.18181818181818182,0.01660653287302062,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jaisalmer,32.71875,23.495002042301294,0.7180898427226959,0.09090909090909091,0.03877644447707131,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jajpur,51.0,30.845853313965343,0.6048206532031475,0.2727272727272727,0.014305247801947595,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jalandhar,57.13333333333333,39.06557999351712,0.6837616101429409,0.09090909090909091,0.013267922051461633,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jalaun,46.029411764705884,31.85334318985633,0.6920215133748157,0.18181818181818182,0.018886520414136212,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jalgaon,119.48571428571428,85.14671470591266,0.7126099987283601,0.18181818181818182,0.015049287004007945,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jalna,62.83870967741935,44.5167360095755,0.7084285504491168,0.18181818181818182,0.013385141571920695,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jalore,126.45714285714286,97.85443656933762,0.7738150203117337,0.18181818181818182,0.011617523922872469,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jalpaiguri,95.82857142857142,57.10953650366868,0.5959552109742234,0.2727272727272727,0.00960918321339535,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jammu,53.303030303030305,38.93703639249273,0.7304844803457385,0.18181818181818182,0.010015974846451364,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jamnagar,42.24324324324324,33.07601128495579,0.7829893906042187,0.2727272727272727,0.00897577074459776,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jamtara,55.25806451612903,42.416952383007974,0.7676156006126393,0.0,0.010200676936007284,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jamui,79.33333333333333,66.14615851063678,0.8337751072664245,0.09090909090909091,0.033385548811020106,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jangaon,15.37037037037037,11.08758192458901,0.7213607516733169,0.0,0.009862564140791648,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Janjgir-Champa,45.39393939393939,36.975447422867134,0.8145459044911453,0.18181818181818182,0.010843731824308247,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jashpur,22.866666666666667,16.882419611952045,0.7382982337265487,0.36363636363636365,0.011292306726574738,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Jaunpur,150.6578947368421,92.85538780327573,0.6163327050656868,0.18181818181818182,0.01982184069803217,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jayashankar Bhupalpally,11.88888888888889,9.078009496043524,0.7635708921263512,0.0,0.013773227122436367,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Jehanabad,47.333333333333336,31.0170460046914,0.6552897043106221,0.18181818181818182,0.05600057537459418,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jhabua,91.37142857142857,81.9813772663487,0.8972320838933088,0.18181818181818182,0.01635679107255124,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jhajjar,32.4,25.98620323596138,0.8020433097271401,0.18181818181818182,0.011887863813984885,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jhalawar,68.125,55.917998718169095,0.8208146600711673,0.18181818181818182,0.014846048235574465,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jhansi,65.18181818181819,43.432745815696585,0.6663322231036718,0.2727272727272727,0.02499663974536679,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jhargram,11.892857142857142,6.784182506030648,0.5704417722308882,0.09090909090909091,0.067786197443706,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Jharsuguda,15.428571428571429,10.989653623863074,0.7122923644634765,0.09090909090909091,0.008657019301092084,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Jhunjhunu,86.96774193548387,59.291642958609124,0.6817659242194911,0.18181818181818182,0.01736566639071162,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jind,45.53333333333333,37.602946815314915,0.8258333853840941,0.18181818181818182,0.008781364330345827,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jiribam,3.263157894736842,2.6633751616064134,0.8161956137905506,0.0,0.012852647877077822,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Jodhpur,165.21621621621622,106.53589252639881,0.6448270936451657,0.2727272727272727,0.013928906068666176,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Jogulamba Gadwal,26.884615384615383,17.95177300007311,0.6677340457575677,0.0,0.00962827154467624,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Jorhat,30.35135135135135,21.797319172850663,0.7181663485030297,0.0,0.008331279993503303,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Junagadh,46.25806451612903,33.87424561712087,0.7322884338270893,0.2727272727272727,0.005897512243695652,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kabeerdham,10.793103448275861,9.174418277957262,0.8500259745562615,0.18181818181818182,0.00963270222629954,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Kachchh,53.5,42.41394649337476,0.7927840465903173,0.36363636363636365,0.009902089221958689,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Kaimur (Bhabua),57.973684210526315,42.9773584904482,0.7413252939668004,0.18181818181818182,0.06601577578802313,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kaithal,25.137931034482758,19.1697755742341,0.7625836647883045,0.2727272727272727,0.008354375887564318,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Kakching,2.066666666666667,1.3870146083619754,0.6711361004955674,0.0,0.00905789364253202,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Kakinada,9.633333333333333,6.640956169903149,0.6893726127211534,0.2727272727272727,0.004705279395222858,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Kalaburagi,80.6969696969697,69.41113241426265,0.8601454636283449,0.18181818181818182,0.006094450206046961,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kalahandi,51.72727272727273,34.508398187318775,0.6671219333096102,0.09090909090909091,0.008860887609246066,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kalimpong,2.5238095238095237,1.569045812557671,0.6216973971821782,0.2,0.19800179647416877,3,Mixed / Moderate,Review specific districts for targeted actions.
Kallakurichi,9.766666666666667,6.295501039101918,0.6445905500126956,0.09090909090909091,0.013748930157049822,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Kamareddy,26.074074074074073,19.750220886643902,0.7574658578393946,0.0,0.006743407918021291,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Kamrup,70.54054054054055,43.236169654195386,0.6129265429818203,0.18181818181818182,0.004474896478029045,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kamrup Metro,40.648648648648646,35.48177639939207,0.8728894459742087,0.09090909090909091,0.007199356601397639,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kanchipuram,141.2,80.67830089493778,0.571376068656986,0.18181818181818182,0.009042535242432254,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kandhamal,38.96774193548387,26.255772534775076,0.673782242183063,0.0,0.008988373020896685,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kangra,47.9,34.61547391677252,0.722661250856991,0.0,0.012558041284788745,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kanker,17.615384615384617,14.011643509815464,0.7954208105557229,0.36363636363636365,0.005173221985530271,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Kannauj,53.6764705882353,36.01911999685158,0.6710411396548703,0.18181818181818182,0.013897083718368185,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kannur,61.53333333333333,41.063225710447135,0.667333028869661,0.2727272727272727,0.012764116761652695,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kanpur Dehat,46.42857142857143,31.97543700136984,0.6887017200146707,0.18181818181818182,0.022373819474324808,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kanpur Nagar,175.31578947368422,102.62556060699707,0.5853754582773408,0.18181818181818182,0.019976301876382944,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kanyakumari,46.59375,28.49885042956034,0.6116453479050021,0.18181818181818182,0.011501468489723598,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kapurthala,18.085714285714285,10.817663737586587,0.5981330660262179,0.2727272727272727,0.010453540325031319,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Karaikal,8.071428571428571,4.658155503889141,0.5771166110298084,0.0,0.01150488683444212,1,Stable + Low Error,Low-priority monitoring; periodic audits.
Karauli,69.82352941176471,46.259787228634146,0.6625243326668218,0.18181818181818182,0.019665030858689623,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Karbi Anglong,37.970588235294116,19.18567220154957,0.5052771919717319,0.18181818181818182,0.005774017158818288,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kargil,9.551724137931034,6.276863450667468,0.6571445489180484,0.45454545454545453,0.014914132654703687,0,Stable + Low Error,Low-priority monitoring; periodic audits.
Karimganj,97.58333333333333,60.9854198031909,0.6249573335873538,0.09090909090909091,0.0078769622335846,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Karimnagar,81.5,54.90414845201935,0.6736705331453458,0.0,0.007356713201092135,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Karnal,45.81481481481482,33.80036075938225,0.7377605016033963,0.18181818181818182,0.010378391208669875,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Karur,44.9,29.927901870074816,0.6665456986505184,0.18181818181818182,0.012905061160756364,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kasaragod,39.10344827586207,31.84599641532243,0.8144037883780713,0.2727272727272727,0.014163477315905377,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
Kasganj,38.78125,28.346626783446386,0.7309363876284404,0.18181818181818182,0.021234461461259155,2,Highly Volatile + High Enrollment,Allocate resources & monitoring; surge readiness.
