state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log,sample_weight
Chhattisgarh,Sukma,2025,7,363,2025-07-01,252.0,381.0,316.5,91.21677477306463,1083.857142857143,0.33491498616022874,5.8971538676367405,19.05255888325765
Chhattisgarh,Sukma,2025,9,307,2025-09-01,363.0,252.0,332.0,69.86415389883427,800.0555555555555,0.38372335254448253,5.730099782973574,17.52141546793523
Chhattisgarh,Sukma,2025,10,199,2025-10-01,307.0,363.0,307.3333333333333,55.5007507456731,456.1666666666667,0.43624406284157197,5.298317366548036,14.106735979665885
Chhattisgarh,Sukma,2025,11,247,2025-11-01,199.0,307.0,289.6666666666667,83.36266150581648,668.5833333333334,0.3694378661343097,5.5134287461649825,15.716233645501712
Chhattisgarh,Sukma,2025,12,403,2025-12-01,247.0,199.0,251.0,54.110997033874774,506.0,0.7964426877454616,6.0014148779611505,20.074859899884732
Chhattisgarh,Surajpur,2025,10,524,2025-10-01,1002.0,1002.0,1002.0,0.0,456.1666666666667,1.1487029594421292,6.263398262591624,22.891046284519195
Chhattisgarh,Surajpur,2025,11,683,2025-11-01,524.0,1002.0,763.0,337.9970414071697,668.5833333333334,1.0215630063551964,6.52795791762255,26.13426869074396
Chhattisgarh,Surajpur,2025,12,622,2025-12-01,683.0,524.0,736.3333333333334,243.42212991700927,506.0,1.2292490118552781,6.434546518787453,24.939927826679853
Chhattisgarh,Surguja,2025,10,608,2025-10-01,1353.0,1353.0,1353.0,0.0,456.1666666666667,1.3328461819481194,6.411818267709897,24.657656011875904
Chhattisgarh,Surguja,2025,11,806,2025-11-01,608.0,1353.0,980.5,526.794551983978,668.5833333333334,1.2055340894909052,6.693323668269949,28.39013913315678
Chhattisgarh,Surguja,2025,12,671,2025-12-01,806.0,608.0,922.3333333333334,385.8838339880713,506.0,1.3260869565191185,6.51025834052315,25.903667693977237
Chhattisgarh,Uttar Bastar Kanker,2025,10,159,2025-10-01,253.0,253.0,253.0,0.0,456.1666666666667,0.3485568140291957,5.075173815233827,12.609520212918492
Chhattisgarh,Uttar Bastar Kanker,2025,11,209,2025-11-01,159.0,253.0,206.0,66.46803743153546,668.5833333333334,0.3126012713444159,5.3471075307174685,14.45683229480096
Chhattisgarh,Uttar Bastar Kanker,2025,12,218,2025-12-01,209.0,159.0,207.0,47.031904065219386,506.0,0.4308300395248403,5.389071729816501,14.7648230602334
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,7,467,2025-07-01,249.0,249.0,249.0,0.0,467.0,0.9999999999978587,6.148468295917647,21.61018278497431
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,9,405,2025-09-01,467.0,249.0,358.0,154.14927829866735,157.33333333333334,2.5741525423565204,6.0063531596017325,20.12461179749811
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,10,123,2025-10-01,405.0,467.0,373.6666666666667,112.32690387139375,50.333333333333336,2.443708609222973,4.820281565605037,11.090536506409418
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,11,186,2025-11-01,123.0,405.0,331.6666666666667,183.3503022450013,82.66666666666667,2.249999999972782,5.231108616854587,13.638181696985855
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,12,128,2025-12-01,186.0,123.0,238.0,148.0168909280289,58.333333333333336,2.194285714248098,4.859812404361672,11.313708498984761
Dadra And Nagar Haveli And Daman And Diu,Daman,2025,10,12,2025-10-01,42.0,42.0,42.0,0.0,50.333333333333336,0.23841059602175343,2.5649493574615367,3.4641016151377544
Dadra And Nagar Haveli And Daman And Diu,Daman,2025,11,39,2025-11-01,12.0,42.0,27.0,21.213203435596427,82.66666666666667,0.4717741935426801,3.6888794541139363,6.244997998398398
Dadra And Nagar Haveli And Daman And Diu,Daman,2025,12,26,2025-12-01,39.0,12.0,31.0,16.522711641858304,58.333333333333336,0.4457142857066449,3.295836866004329,5.0990195135927845
Dadra And Nagar Haveli And Daman And Diu,Diu,2025,10,16,2025-10-01,25.0,25.0,25.0,0.0,50.333333333333336,0.31788079469567126,2.833213344056216,4.0
Dadra And Nagar Haveli And Daman And Diu,Diu,2025,11,23,2025-11-01,16.0,25.0,20.5,6.363961030678928,82.66666666666667,0.27822580644824724,3.1780538303479458,4.795831523312719
Dadra And Nagar Haveli And Daman And Diu,Diu,2025,12,21,2025-12-01,23.0,16.0,21.333333333333332,4.725815626252609,58.333333333333336,0.3599999999938286,3.091042453358316,4.58257569495584
Delhi,Central Delhi,2025,5,333,2025-05-01,133.0,133.0,133.0,0.0,797.2857142857143,0.4176670847513127,5.811140992976701,18.24828759089466
Delhi,Central Delhi,2025,6,194,2025-06-01,333.0,133.0,233.0,141.4213562373095,906.7777777777778,0.21394436956231766,5.272999558563747,13.92838827718412
Delhi,Central Delhi,2025,7,1152,2025-07-01,194.0,333.0,220.0,102.50365847129555,1878.4,0.6132879045993328,7.050122520269059,33.94112549695428
Delhi,Central Delhi,2025,9,725,2025-09-01,1152.0,194.0,559.6666666666666,517.6623738821794,1567.0,0.4626675175491623,6.587550014824796,26.92582403567252
Delhi,Central Delhi,2025,10,376,2025-10-01,725.0,1152.0,690.3333333333334,479.93992679639945,834.5,0.4505692031150982,5.932245187448011,19.390719429665317
Delhi,Central Delhi,2025,11,581,2025-11-01,376.0,725.0,751.0,388.6528013535988,1232.3333333333333,0.471463348660694,6.366470447731438,24.1039415863879
Delhi,Central Delhi,2025,12,402,2025-12-01,581.0,376.0,560.6666666666666,175.386240433317,867.1666666666666,0.4635787045929692,5.998936561946683,20.049937655763422
Delhi,East Delhi,2025,5,1378,2025-05-01,912.0,912.0,912.0,0.0,797.2857142857143,1.728364092454381,7.229113877793302,37.12142238654117
Delhi,East Delhi,2025,6,985,2025-06-01,1378.0,912.0,1145.0,329.51176003293114,906.7777777777778,1.0862639382416643,6.893656354602635,31.38470965295043
Delhi,East Delhi,2025,7,1878,2025-07-01,985.0,1378.0,1091.6666666666667,250.64383761292305,1878.4,0.9997870528103706,7.538494999413465,43.3358973600409
Delhi,East Delhi,2025,9,2059,2025-09-01,1878.0,985.0,1413.6666666666667,447.5671271813127,1567.0,1.313975749839621,7.630461261783627,45.37620521815371
Delhi,East Delhi,2025,10,1024,2025-10-01,2059.0,1878.0,1640.6666666666667,574.9907245628691,834.5,1.2270820850794164,6.932447891572509,32.0
Delhi,East Delhi,2025,11,1480,2025-11-01,1024.0,2059.0,1653.6666666666667,552.7660746946517,1232.3333333333333,1.200973762509169,7.300472814267799,38.47076812334269
Delhi,East Delhi,2025,12,924,2025-12-01,1480.0,1024.0,1521.0,518.7166856772586,867.1666666666666,1.0655391120495112,6.829793737512425,30.397368307141328
Delhi,Najafgarh,2025,10,3,2025-10-01,14.0,14.0,14.0,0.0,834.5,0.0035949670461311025,1.3862943611198906,1.7320508075688772
Delhi,Najafgarh,2025,11,11,2025-11-01,3.0,14.0,8.5,7.7781745930520225,1232.3333333333333,0.008926156342973553,2.4849066497880004,3.3166247903554
Delhi,Najafgarh,2025,12,2,2025-12-01,11.0,3.0,9.333333333333334,5.686240703077327,867.1666666666666,0.0023063617143928815,1.0986122886681098,1.4142135623730951
Delhi,New Delhi,2025,7,1091,2025-07-01,363.0,363.0,363.0,0.0,1878.4,0.5808134582620417,6.9957661563048505,33.03028912982749
Delhi,New Delhi,2025,9,60,2025-09-01,1091.0,363.0,727.0,514.7737367038065,1567.0,0.0382897255902755,4.110873864173311,7.745966692414834
Delhi,New Delhi,2025,10,27,2025-10-01,60.0,1091.0,504.6666666666667,529.8984179381303,834.5,0.032354703415179924,3.332204510175204,5.196152422706632
Delhi,New Delhi,2025,11,52,2025-11-01,27.0,60.0,392.6666666666667,604.9994490355617,1232.3333333333333,0.04219637543951134,3.970291913552122,7.211102550927978
Delhi,New Delhi,2025,12,35,2025-12-01,52.0,27.0,46.333333333333336,17.21433511156546,867.1666666666666,0.040361330001875424,3.58351893845611,5.916079783099616
Delhi,North Delhi,2025,7,901,2025-07-01,598.0,598.0,598.0,0.0,1878.4,0.4796635434409712,6.804614520062624,30.01666203960727
Delhi,North Delhi,2025,9,892,2025-09-01,901.0,598.0,749.5,214.2533546995239,1567.0,0.5692405871087625,6.794586580876499,29.866369046136157
Delhi,North Delhi,2025,10,488,2025-10-01,892.0,901.0,797.0,172.39779580957526,834.5,0.5847813061706594,6.192362489474872,22.090722034374522
Delhi,North Delhi,2025,11,842,2025-11-01,488.0,892.0,760.3333333333334,235.89051132534632,1232.3333333333333,0.6832566946167028,6.736966958001855,29.017236257093817
Delhi,North Delhi,2025,12,573,2025-12-01,842.0,488.0,740.6666666666666,220.23926383216357,867.1666666666666,0.6607726311735606,6.352629396319567,23.93741840717165
Delhi,North East Delhi,2025,7,4482,2025-07-01,1577.0,1577.0,1577.0,0.0,1878.4,2.386073253831779,8.40804774415544,66.94774081326419
Delhi,North East Delhi,2025,9,2709,2025-09-01,4482.0,1577.0,3029.5,2054.1451993469204,1567.0,1.728781110400939,7.904703913873747,52.04805471869242
Delhi,North East Delhi,2025,10,1515,2025-10-01,2709.0,4482.0,2922.6666666666665,1464.2391653460625,834.5,1.8154583582962067,7.323830566202317,38.92300091205713
Delhi,North East Delhi,2025,11,1988,2025-11-01,1515.0,2709.0,2902.0,1492.8861309557403,1232.3333333333333,1.6131998918028565,7.5953872788539725,44.58699361921591
Delhi,North East Delhi,2025,12,1288,2025-12-01,1988.0,1515.0,2070.6666666666665,601.2772516346625,867.1666666666666,1.4852969440690158,7.161622002939187,35.888716889852724
Delhi,North West Delhi,2025,4,1306,2025-04-01,60.0,60.0,60.0,0.0,847.1428571428571,1.5416526138261735,7.175489713624222,36.138621999185304
Delhi,North West Delhi,2025,5,644,2025-05-01,1306.0,60.0,683.0,881.0550493584382,797.2857142857143,0.8077405482878239,6.4692503167957724,25.37715508089904
Delhi,North West Delhi,2025,6,798,2025-06-01,644.0,1306.0,670.0,623.4067692927307,906.7777777777778,0.8800392108800489,6.683360945766275,28.24889378365107
Delhi,North West Delhi,2025,7,1171,2025-07-01,798.0,644.0,916.0,346.41593496835566,1878.4,0.6234028960814398,7.066466970136958,34.219877264537345
Delhi,North West Delhi,2025,9,3880,2025-09-01,1171.0,798.0,871.0,270.9778588741154,1567.0,2.476068921504482,8.263848131368906,62.289646009589745
Delhi,North West Delhi,2025,10,2038,2025-10-01,3880.0,1171.0,1949.6666666666667,1682.088681768394,834.5,2.442180946671729,7.620214770574455,45.14421336118285
Delhi,North West Delhi,2025,11,3187,2025-11-01,2038.0,3880.0,2363.0,1383.433771454203,1232.3333333333333,2.586150933186974,8.067149039910106,56.45352070508977
Delhi,North West Delhi,2025,12,2417,2025-12-01,3187.0,2038.0,3035.0,930.359607893636,867.1666666666666,2.787238131843797,7.790696031174738,49.16299421312742
Delhi,Shahdara,2025,5,133,2025-05-01,319.0,319.0,319.0,0.0,797.2857142857143,0.16681598279857235,4.897839799950911,11.532562594670797
Delhi,Shahdara,2025,7,799,2025-07-01,133.0,319.0,226.0,131.52186130069785,1878.4,0.4253620102212386,6.684611727667927,28.26658805020514
Delhi,Shahdara,2025,9,184,2025-09-01,799.0,133.0,417.0,343.64516583243244,1567.0,0.11742182514351154,5.220355825078324,13.564659966250536
Delhi,Shahdara,2025,10,63,2025-10-01,184.0,799.0,372.0,370.6710131639646,834.5,0.07549430796875316,4.1588830833596715,7.937253933193772
Delhi,Shahdara,2025,11,122,2025-11-01,63.0,184.0,348.6666666666667,394.6648367074692,1232.3333333333333,0.09899918853116121,4.812184355372417,11.045361017187261
Delhi,Shahdara,2025,12,77,2025-12-01,122.0,63.0,123.0,60.506198029623135,867.1666666666666,0.08879492600412593,4.356708826689592,8.774964387392123
Delhi,South Delhi,2025,5,333,2025-05-01,563.0,563.0,563.0,0.0,797.2857142857143,0.4176670847513127,5.811140992976701,18.24828759089466
Delhi,South Delhi,2025,6,911,2025-06-01,333.0,563.0,448.0,162.63455967290594,906.7777777777778,1.0046562921199556,6.815639990074331,30.18277654557314
Delhi,South Delhi,2025,7,1254,2025-07-01,911.0,333.0,602.3333333333334,291.0005727371225,1878.4,0.6675894378190653,7.134890851565884,35.41186241925155
Delhi,South Delhi,2025,9,3279,2025-09-01,1254.0,911.0,832.6666666666666,465.47001335567614,1567.0,2.092533503508556,8.09559870137819,57.262553208881634
Delhi,South Delhi,2025,10,1969,2025-10-01,3279.0,1254.0,1814.6666666666667,1279.6938435943707,834.5,2.359496704610714,7.585788821732034,44.37341546466758
Delhi,South Delhi,2025,11,2916,2025-11-01,1969.0,3279.0,2167.3333333333335,1026.965595009557,1232.3333333333333,2.3662428996464437,7.978310969867722,54.0
Delhi,South Delhi,2025,12,1987,2025-12-01,2916.0,1969.0,2721.3333333333335,676.3477902184152,867.1666666666666,2.2913703632493276,7.59488438721652,44.57577817604534
Delhi,South East Delhi,2025,10,6,2025-10-01,17.0,17.0,17.0,0.0,834.5,0.007189934092262205,1.9459101490553132,2.449489742783178
Delhi,South East Delhi,2025,11,22,2025-11-01,6.0,17.0,11.5,7.7781745930520225,1232.3333333333333,0.017852312685947107,3.1354942159291497,4.69041575982343
Delhi,South East Delhi,2025,12,11,2025-12-01,22.0,6.0,15.0,8.18535277187245,867.1666666666666,0.012684989429160848,2.4849066497880004,3.3166247903554
Delhi,South West Delhi,2025,5,684,2025-05-01,825.0,825.0,825.0,0.0,797.2857142857143,0.857910768678372,6.529418838262226,26.153393661244042
Delhi,South West Delhi,2025,6,321,2025-06-01,684.0,825.0,754.5,99.7020561473032,906.7777777777778,0.3540007352036287,5.7745515455444085,17.916472867168917
Delhi,South West Delhi,2025,7,704,2025-07-01,321.0,684.0,610.0,260.02115298567537,1878.4,0.37478705281070335,6.558197802812269,26.5329983228432
Delhi,South West Delhi,2025,9,2341,2025-09-01,704.0,321.0,569.6666666666666,215.58370377496843,1567.0,1.4939374601139157,7.758760544157663,48.38388161361178
Delhi,South West Delhi,2025,10,1212,2025-10-01,2341.0,704.0,1122.0,1072.9133236193873,834.5,1.4523666866369653,7.10085190894405,34.813790371058424
Delhi,South West Delhi,2025,11,1622,2025-11-01,1212.0,2341.0,1419.0,837.9015455290676,1232.3333333333333,1.316202326209373,7.392031567514591,40.27406113120453
Delhi,South West Delhi,2025,12,1316,2025-12-01,1622.0,1212.0,1725.0,571.5041557154243,867.1666666666666,1.5175860080705161,7.183111701743281,36.27671429443411
Delhi,West Delhi,2025,4,1872,2025-04-01,308.0,308.0,308.0,0.0,847.1428571428571,2.209780775714086,7.5352967024440884,43.266615305567875
Delhi,West Delhi,2025,5,2076,2025-05-01,1872.0,308.0,1090.0,1105.9150057757604,797.2857142857143,2.603834438269445,7.638679823876112,45.56314299957807
Delhi,West Delhi,2025,6,2414,2025-06-01,2076.0,1872.0,1418.6666666666667,967.258669298618,906.7777777777778,2.6621737532135814,7.789454566086673,49.13247398615299
Delhi,West Delhi,2025,7,5352,2025-07-01,2414.0,2076.0,2120.6666666666665,273.7468416864992,1878.4,2.8492333901177336,8.585412430393381,73.15736463268753
Delhi,West Delhi,2025,9,2644,2025-09-01,5352.0,2414.0,3280.6666666666665,1801.770610630924,1567.0,1.687300574344807,7.8804263442924,51.419840528729765
Delhi,West Delhi,2025,10,1293,2025-10-01,2644.0,5352.0,3470.0,1633.9118703283846,834.5,1.5494307968825052,7.165493475060845,35.958309192730404
Delhi,West Delhi,2025,11,1965,2025-11-01,1293.0,2644.0,3096.3333333333335,2066.9601673310817,1232.3333333333333,1.5945361103584574,7.583756300707112,44.328320518603
Delhi,West Delhi,2025,12,1374,2025-12-01,1965.0,1293.0,1967.3333333333333,675.5030224457446,867.1666666666666,1.5844704977879096,7.226209010100671,37.067505985701274
Goa,Bardez,2025,11,1,2025-11-01,1.0,1.0,1.0,0.0,214.33333333333334,0.0046656298600093364,0.6931471805599453,1.0
Goa,North Goa,2025,9,514,2025-09-01,42.0,42.0,42.0,0.0,290.6666666666667,1.768348623847127,6.244166900663736,22.67156809750927
Goa,North Goa,2025,10,241,2025-10-01,514.0,42.0,278.0,333.75440072005046,212.0,1.1367924528248265,5.488937726156687,15.524174696260024
Goa,North Goa,2025,11,343,2025-11-01,241.0,514.0,265.6666666666667,236.96483564726083,214.33333333333334,1.6003110419832023,5.840641657373398,18.520259177452136
Goa,North Goa,2025,12,180,2025-12-01,343.0,241.0,366.0,137.94564146793476,149.5,1.204013377918368,5.198497031265826,13.416407864998739
Goa,South Goa,2025,10,183,2025-10-01,357.0,357.0,357.0,0.0,212.0,0.8632075471657397,5.214935757608986,13.527749258468683
Goa,South Goa,2025,11,299,2025-11-01,183.0,357.0,270.0,123.03657992645927,214.33333333333334,1.3950233281427915,5.703782474656201,17.291616465790582
Goa,South Goa,2025,12,119,2025-12-01,299.0,183.0,279.6666666666667,88.59646343581291,149.5,0.7959866220682543,4.787491742782046,10.908712114635714
Gujarat,Ahmedabad,2025,5,1200,2025-05-01,122.0,122.0,122.0,0.0,621.4782608695652,1.9308800895449552,7.0909098220799835,34.64101615137755
Gujarat,Ahmedabad,2025,6,1225,2025-06-01,1200.0,122.0,661.0,762.2611101190982,764.0,1.6034031413591578,7.111512116496157,35.0
Gujarat,Ahmedabad,2025,7,5306,2025-07-01,1225.0,1200.0,849.0,629.7245429550924,2097.689655172414,2.5294494764342814,8.576781982827894,72.84229540589725
Gujarat,Ahmedabad,2025,9,6369,2025-09-01,5306.0,1225.0,2577.0,2363.4163831199953,1833.6666666666667,3.473368478456568,8.759354748566208,79.8060148109151
Gujarat,Ahmedabad,2025,10,2411,2025-10-01,6369.0,5306.0,4300.0,2715.549852239874,620.8787878787879,3.8832056225229077,7.788211557847076,49.10193478876367
Gujarat,Ahmedabad,2025,11,5388,2025-11-01,2411.0,6369.0,4695.333333333333,2048.444857284016,1424.969696969697,3.781133038445798,8.592115117933497,73.40299721401027
Gujarat,Ahmedabad,2025,12,3068,2025-12-01,5388.0,2411.0,4722.666666666667,2061.1749885279837,919.8181818181819,3.3354417869107835,8.029107054619736,55.389529696504916
Gujarat,Amreli,2025,7,769,2025-07-01,238.0,238.0,238.0,0.0,2097.689655172414,0.36659378955483646,6.646390514847729,27.730849247724095
Gujarat,Amreli,2025,9,1154,2025-09-01,769.0,238.0,503.5,375.47370081005676,1833.6666666666667,0.6293401199778426,7.051855622955894,33.97057550292606
Gujarat,Amreli,2025,10,339,2025-10-01,1154.0,769.0,720.3333333333334,459.9351403549563,620.8787878787879,0.5460002928391812,5.8289456176102075,18.411952639521967
Gujarat,Amreli,2025,11,877,2025-11-01,339.0,1154.0,754.0,407.7070026379238,1424.969696969697,0.6154516842459103,6.777646593635117,29.614185789921695
Gujarat,Amreli,2025,12,796,2025-12-01,877.0,339.0,790.0,414.406804963432,919.8181818181819,0.8653884166821981,6.680854678790215,28.21347195933177
Gujarat,Anand,2025,5,143,2025-05-01,241.0,241.0,241.0,0.0,621.4782608695652,0.23009654400410715,4.969813299576001,11.958260743101398
Gujarat,Anand,2025,6,229,2025-06-01,143.0,241.0,192.0,69.29646455628166,764.0,0.29973821989489563,5.438079308923196,15.132745950421556
Gujarat,Anand,2025,7,1109,2025-07-01,229.0,143.0,204.33333333333334,53.45403009440292,2097.689655172414,0.5286768694620464,7.01211529430638,33.301651610693426
Gujarat,Anand,2025,9,1823,2025-09-01,1109.0,229.0,493.6666666666667,534.6263492695934,1833.6666666666667,0.994182875840214,7.508787170634276,42.69660408041839
Gujarat,Anand,2025,10,668,2025-10-01,1823.0,1109.0,1053.6666666666667,798.439310989466,620.8787878787879,1.0758943823497729,6.505784060128229,25.84569596664017
Gujarat,Anand,2025,11,1434,2025-11-01,668.0,1823.0,1200.0,582.8524684686511,1424.969696969697,1.0063371895195388,7.268920128193722,37.86819245752297
Gujarat,Anand,2025,12,1100,2025-12-01,1434.0,668.0,1308.3333333333333,587.6651540914547,919.8181818181819,1.1958885155156005,7.00397413672268,33.166247903554
Gujarat,Arvalli,2025,7,601,2025-07-01,206.0,206.0,206.0,0.0,2097.689655172414,0.2865056794830386,6.400257445308821,24.515301344262525
Gujarat,Arvalli,2025,9,592,2025-09-01,601.0,206.0,403.5,279.30717856868625,1833.6666666666667,0.3228503908378534,6.385194398997726,24.331050121192877
Gujarat,Arvalli,2025,10,165,2025-10-01,592.0,601.0,466.3333333333333,225.50018477449933,620.8787878787879,0.26575235492172533,5.111987788356544,12.84523257866513
Gujarat,Arvalli,2025,11,350,2025-11-01,165.0,592.0,452.6666666666667,249.16727982087323,1424.969696969697,0.24561925825093345,5.860786223465865,18.708286933869708
Gujarat,Arvalli,2025,12,387,2025-12-01,350.0,165.0,369.0,214.13313615599057,919.8181818181819,0.42073532318594303,5.961005339623274,19.672315572906
Gujarat,Banaskantha,2025,4,4044,2025-04-01,806.0,806.0,806.0,0.0,870.1875,4.647274294327778,8.305236829492593,63.592452382338585
Gujarat,Banaskantha,2025,5,2048,2025-05-01,4044.0,806.0,2425.0,2289.611757482041,621.4782608695652,3.2953686861567233,7.6251071482389,45.254833995939045
Gujarat,Banaskantha,2025,6,3290,2025-06-01,2048.0,4044.0,2299.3333333333335,1633.5658337922391,764.0,4.3062827225074525,8.098946748943339,57.358521598799946
Gujarat,Banaskantha,2025,7,9228,2025-07-01,3290.0,2048.0,3127.3333333333335,1007.8935128937646,2097.689655172414,4.399125474658038,9.130105979265577,96.06247966818262
Gujarat,Banaskantha,2025,9,4849,2025-09-01,9228.0,3290.0,4855.333333333333,3837.4211826867963,1833.6666666666667,2.644428285764782,8.48673398393153,69.63476143421474
Gujarat,Banaskantha,2025,10,1233,2025-10-01,4849.0,9228.0,5789.0,3078.5810042940234,620.8787878787879,1.9858948704150747,7.1180162044653335,35.11409973215888
Gujarat,Banaskantha,2025,11,2516,2025-11-01,1233.0,4849.0,5103.333333333333,4003.5634543907677,1424.969696969697,1.7656515821695673,7.830822995135316,50.15974481593781
Gujarat,Banaskantha,2025,12,2473,2025-12-01,2516.0,1233.0,2866.0,1833.2318456758305,919.8181818181819,2.6885748171546178,7.813591552952433,49.72926703662542
Gujarat,Bharuch,2025,5,395,2025-05-01,211.0,211.0,211.0,0.0,621.4782608695652,0.6355813628085477,5.981414211254481,19.87460691435179
Gujarat,Bharuch,2025,9,1307,2025-09-01,395.0,211.0,303.0,130.10764773832474,1833.6666666666667,0.7127794946369499,7.176254532017144,36.15245496505044
Gujarat,Bharuch,2025,10,476,2025-10-01,1307.0,395.0,637.6666666666666,586.9150989140877,620.8787878787879,0.7666552784408561,6.1675164908883415,21.817424229271428
Gujarat,Bharuch,2025,11,980,2025-11-01,476.0,1307.0,726.0,504.7880743440756,1424.969696969697,0.6877339231026136,6.8885724595653635,31.304951684997057
Gujarat,Bharuch,2025,12,853,2025-12-01,980.0,476.0,921.0,418.62990815277385,919.8181818181819,0.927357185213461,6.74993119378857,29.206163733020468
Gujarat,Bhavnagar,2025,6,239,2025-06-01,628.0,628.0,628.0,0.0,764.0,0.3128272251304806,5.480638923341991,15.459624833740307
Gujarat,Bhavnagar,2025,7,2144,2025-07-01,239.0,628.0,433.5,275.064537881567,2097.689655172414,1.0220768332972294,7.6708948313621175,46.3033476111609
Gujarat,Bhavnagar,2025,9,2835,2025-09-01,2144.0,239.0,1003.6666666666666,1006.52885370134,1833.6666666666667,1.546082530448166,7.950149887652018,53.24471804789655
Gujarat,Bhavnagar,2025,10,822,2025-10-01,2835.0,2144.0,1739.3333333333333,1344.4777176782566,620.8787878787879,1.3239299136100497,6.71295620067707,28.6705423736629
Gujarat,Bhavnagar,2025,11,2065,2025-11-01,822.0,2835.0,1933.6666666666667,1022.8501030617015,1424.969696969697,1.4491536236805074,7.633369649679584,45.44227107000705
Gujarat,Bhavnagar,2025,12,1264,2025-12-01,2065.0,822.0,1907.3333333333333,1015.7196135417162,919.8181818181819,1.374184621465199,7.142827401161621,35.552777669262355
Gujarat,Botad,2025,6,364,2025-06-01,332.0,332.0,332.0,0.0,764.0,0.4764397905752926,5.8998973535824915,19.078784028338912
Gujarat,Botad,2025,7,1090,2025-07-01,364.0,332.0,348.0,22.627416997969522,2097.689655172414,0.5196192855848788,6.994849985833071,33.015148038438355
Gujarat,Botad,2025,9,456,2025-09-01,1090.0,364.0,595.3333333333334,428.6925860489464,1833.6666666666667,0.24868205780753572,6.124683390894205,21.354156504062622
Gujarat,Botad,2025,10,98,2025-10-01,456.0,1090.0,636.6666666666666,395.28386424610517,620.8787878787879,0.15784079262017625,4.59511985013459,9.899494936611665
Gujarat,Botad,2025,11,368,2025-11-01,98.0,456.0,548.0,502.358437771279,1424.969696969697,0.2582511058181243,5.910796644040527,19.183326093250876
Gujarat,Botad,2025,12,202,2025-12-01,368.0,98.0,307.3333333333333,186.5511547359955,919.8181818181819,0.2196086183037739,5.313205979041787,14.212670403551895
Gujarat,Chhotaudepur,2025,5,216,2025-05-01,482.0,482.0,482.0,0.0,621.4782608695652,0.3475584161180919,5.37989735354046,14.696938456699069
Gujarat,Chhotaudepur,2025,6,141,2025-06-01,216.0,482.0,349.0,188.09040379562165,764.0,0.18455497382174796,4.955827057601261,11.874342087037917
Gujarat,Chhotaudepur,2025,7,1862,2025-07-01,141.0,216.0,279.6666666666667,179.19356387251563,2097.689655172414,0.8876432199624259,7.529943370601589,43.15089802078283
Gujarat,Chhotaudepur,2025,9,424,2025-09-01,1862.0,141.0,739.6666666666666,972.6923117478278,1833.6666666666667,0.2312306853298139,6.052089168924417,20.591260281974
Gujarat,Chhotaudepur,2025,10,159,2025-10-01,424.0,1862.0,809.0,922.8374721477235,620.8787878787879,0.2560886329245717,5.075173815233827,12.609520212918492
Gujarat,Chhotaudepur,2025,11,438,2025-11-01,159.0,424.0,815.0,916.358554278837,1424.969696969697,0.307374957468311,6.0844994130751715,20.92844953645635
Gujarat,Chhotaudepur,2025,12,344,2025-12-01,438.0,159.0,340.3333333333333,157.19520773017723,919.8181818181819,0.3739869539430605,5.84354441703136,18.547236990991408
Gujarat,Dahod,2025,4,2071,2025-04-01,110.0,110.0,110.0,0.0,870.1875,2.3799468505323507,7.6362696033793735,45.50824101193101
Gujarat,Dahod,2025,5,2080,2025-05-01,2071.0,110.0,1090.5,1386.6363979068196,621.4782608695652,3.3468588218779223,7.640603826393634,45.60701700396552
Gujarat,Dahod,2025,6,3188,2025-06-01,2080.0,2071.0,1420.3333333333333,1134.7908764760728,764.0,4.172774869104486,8.067462667010057,56.462376853972415
Gujarat,Dahod,2025,7,8001,2025-07-01,3188.0,2080.0,2446.3333333333335,642.3179378884988,2097.689655172414,3.8141962421693716,8.98744678941718,89.44830909525345
Gujarat,Dahod,2025,9,3255,2025-09-01,8001.0,3188.0,4423.0,3147.7736576825214,1833.6666666666667,1.7751317942182647,8.08825472712243,57.05260730238365
Gujarat,Dahod,2025,10,915,2025-10-01,3255.0,8001.0,4814.666666666667,2759.6489511047116,620.8787878787879,1.4737176045659315,6.82001636467413,30.24896692450835
Gujarat,Dahod,2025,11,2460,2025-11-01,915.0,3255.0,4057.0,3610.4365387027647,1424.969696969697,1.726352500849418,7.8083230503910555,49.59838707054898
Gujarat,Dahod,2025,12,1009,2025-12-01,2460.0,915.0,2210.0,1189.863437542309,919.8181818181819,1.096955920141128,6.917705609835305,31.76476034853718
Gujarat,Dang,2025,7,508,2025-07-01,364.0,364.0,364.0,0.0,2097.689655172414,0.24217118997900772,6.2324480165505225,22.538855339169288
Gujarat,Devbhumi Dwarka,2025,5,216,2025-05-01,284.0,284.0,284.0,0.0,621.4782608695652,0.3475584161180919,5.37989735354046,14.696938456699069
Gujarat,Devbhumi Dwarka,2025,7,577,2025-07-01,216.0,284.0,250.0,48.08326112068523,2097.689655172414,0.27506452090135325,6.359573868672378,24.020824298928627
