state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log
Assam,Tinsukia,2025,12,1066,2025-12-01,954.0,577.0,891.6666666666666,288.59371672531825,544.8378378378378,1.95654546356107,6.9726062513017535
Assam,Udalguri,2025,3,90,2025-03-01,,,,0.0,155.75,0.5778491171712498,4.51085950651685
Assam,Udalguri,2025,4,1130,2025-04-01,90.0,90.0,90.0,0.0,801.6875,1.4095267794478403,7.030857476116121
Assam,Udalguri,2025,5,547,2025-05-01,1130.0,90.0,610.0,735.3910524340095,549.875,0.9947715389843241,6.306275286948016
Assam,Udalguri,2025,9,880,2025-09-01,547.0,1130.0,589.0,521.270563143556,1368.6216216216217,0.6429826813320999,6.78105762593618
Assam,Udalguri,2025,10,652,2025-10-01,880.0,547.0,852.3333333333334,292.48304794181377,696.9459459459459,0.935510140767262,6.481577129276431
Assam,Udalguri,2025,11,685,2025-11-01,652.0,880.0,693.0,170.2439426235189,806.0540540540541,0.8498189377671861,6.530877627725885
Assam,Udalguri,2025,12,456,2025-12-01,685.0,652.0,739.0,123.2193166674771,544.8378378378378,0.8369462770955421,6.124683390894205
Assam,West Karbi Anglong,2025,4,483,2025-04-01,,,,0.0,801.6875,0.602479145551599,6.182084906716632
Assam,West Karbi Anglong,2025,5,266,2025-05-01,483.0,483.0,483.0,0.0,549.875,0.48374630597775176,5.58724865840025
Assam,West Karbi Anglong,2025,6,295,2025-06-01,266.0,483.0,374.5,153.4421715174808,423.2173913043478,0.6970412985395489,5.69035945432406
Assam,West Karbi Anglong,2025,7,382,2025-07-01,295.0,266.0,348.0,117.80916772475732,1778.3703703703704,0.2148033988669235,5.948034989180646
Assam,West Karbi Anglong,2025,9,179,2025-09-01,382.0,295.0,314.3333333333333,60.36831398451786,1368.6216216216217,0.13078852268005214,5.19295685089021
Assam,West Karbi Anglong,2025,10,86,2025-10-01,179.0,382.0,285.3333333333333,101.84465294424315,696.9459459459459,0.12339550936500696,4.465908118654584
Assam,West Karbi Anglong,2025,11,131,2025-11-01,86.0,179.0,215.66666666666666,151.36820449927168,806.0540540540541,0.16252011802554944,4.882801922586371
Assam,West Karbi Anglong,2025,12,50,2025-12-01,131.0,86.0,132.0,46.50806381693402,544.8378378378378,0.09177042512012523,3.9318256327243257
Bihar,Araria,2025,6,1676,2025-06-01,,,,0.0,2108.4545454545455,0.7948950114254842,7.424761761823209
Bihar,Araria,2025,7,288,2025-07-01,1676.0,1676.0,1676.0,0.0,2370.96,0.12146978439108147,5.666426688112432
Bihar,Araria,2025,9,4185,2025-09-01,288.0,1676.0,982.0,981.4642122869279,3681.0,1.136919315403114,8.339500903005945
Bihar,Araria,2025,10,3964,2025-10-01,4185.0,288.0,2049.6666666666665,1975.1891892508254,2460.846153846154,1.6108280453871107,8.285261134068948
Bihar,Araria,2025,11,2495,2025-11-01,3964.0,4185.0,2812.3333333333335,2188.9276674511957,2518.3333333333335,0.9907346128387858,7.822444729489319
Bihar,Araria,2025,12,2519,2025-12-01,2495.0,3964.0,3548.0,918.5951230003336,2227.74358974359,1.1307405446462546,7.832014180505469
Bihar,Arwal,2025,5,209,2025-05-01,,,,0.0,2110.0666666666666,0.09904900319100547,5.3471075307174685
Bihar,Arwal,2025,7,505,2025-07-01,209.0,209.0,209.0,0.0,2370.96,0.21299389276908384,6.226536669287466
Bihar,Arwal,2025,9,1081,2025-09-01,505.0,209.0,357.0,209.30360723121808,3681.0,0.2936701983155953,6.9865664594064265
Bihar,Arwal,2025,10,710,2025-10-01,1081.0,505.0,598.3333333333334,443.42906234631636,2460.846153846154,0.2885186458690335,6.566672429803241
Bihar,Arwal,2025,11,687,2025-11-01,710.0,1081.0,765.3333333333334,291.95947207332273,2518.3333333333335,0.27279947054919673,6.5337888379333435
Bihar,Arwal,2025,12,557,2025-12-01,687.0,710.0,826.0,221.13570494155834,2227.74358974359,0.2500287746597713,6.324358962381311
Bihar,Aurangabad(Bh),2025,9,3162,2025-09-01,,,,0.0,3681.0,0.8590057049712417,8.059276223305648
Bihar,Aurangabad(Bh),2025,10,2179,2025-10-01,3162.0,3162.0,3162.0,0.0,2460.846153846154,0.8854677878149633,7.687080155783135
Bihar,Aurangabad(Bh),2025,11,2686,2025-11-01,2179.0,3162.0,2670.5,695.0859659063763,2518.3333333333335,1.066578424883759,7.8961806086154915
Bihar,Aurangabad(Bh),2025,12,1891,2025-12-01,2686.0,2179.0,2675.6666666666665,491.58146154359133,2227.74358974359,0.8488409566995108,7.545389749611823
Bihar,Banka,2025,6,975,2025-06-01,,,,0.0,2108.4545454545455,0.46242400724334554,6.883462586413092
Bihar,Banka,2025,7,428,2025-07-01,975.0,975.0,975.0,0.0,2370.96,0.18051759624785718,6.061456918928017
Bihar,Banka,2025,9,2796,2025-09-01,428.0,975.0,701.5,386.7874093090415,3681.0,0.7595762021187831,7.936302693201959
Bihar,Banka,2025,10,2122,2025-10-01,2796.0,428.0,1399.6666666666667,1239.8033446209658,2460.846153846154,0.8623050232874493,7.660585461703256
Bihar,Banka,2025,11,2350,2025-11-01,2122.0,2796.0,1782.0,1220.0639327510671,2518.3333333333335,0.9331568497679947,7.762596048540069
Bihar,Banka,2025,12,2022,2025-12-01,2350.0,2122.0,2422.6666666666665,342.82551441416086,2227.74358974359,0.9076448516374461,7.612336837167746
Bihar,Begusarai,2025,7,762,2025-07-01,,,,0.0,2370.96,0.3213888045347364,6.637258031284457
Bihar,Begusarai,2025,9,3863,2025-09-01,762.0,762.0,762.0,0.0,3681.0,1.0494430861176176,8.259458195332408
Bihar,Begusarai,2025,10,2347,2025-10-01,3863.0,762.0,2312.5,2192.738128459484,2460.846153846154,0.953736988527636,7.761319180947987
Bihar,Begusarai,2025,11,2759,2025-11-01,2347.0,3863.0,2324.0,1550.6279373208777,2518.3333333333335,1.0955658504297436,7.9229859587111955
Bihar,Begusarai,2025,12,2894,2025-12-01,2759.0,2347.0,2989.6666666666665,783.8809433411003,2227.74358974359,1.299072304964772,7.970740390007095
Bihar,Bhabua,2025,9,10,2025-09-01,,,,0.0,3681.0,0.0027166530834005116,2.3978952727983707
Bihar,Bhabua,2025,10,7,2025-10-01,10.0,10.0,10.0,0.0,2460.846153846154,0.0028445500296946963,2.0794415416798357
Bihar,Bhabua,2025,11,8,2025-11-01,7.0,10.0,8.5,2.1213203435596424,2518.3333333333335,0.0031767041694229607,2.1972245773362196
Bihar,Bhabua,2025,12,6,2025-12-01,8.0,7.0,8.333333333333334,1.5275252316519468,2227.74358974359,0.0026933081650962793,1.9459101490553132
Bihar,Bhagalpur,2025,3,71,2025-03-01,,,,0.0,336.0,0.21130952380889492,4.276666119016055
Bihar,Bhagalpur,2025,4,1238,2025-04-01,71.0,71.0,71.0,0.0,1962.8,0.6307316079067502,7.122059881629142
Bihar,Bhagalpur,2025,5,2948,2025-05-01,1238.0,71.0,654.5,825.1936136447009,2110.0666666666666,1.3971122555362878,7.989221408815276
Bihar,Bhagalpur,2025,6,3850,2025-06-01,2948.0,1238.0,1419.0,1447.0152037902021,2108.4545454545455,1.8259819773198773,8.25608813381491
Bihar,Bhagalpur,2025,7,557,2025-07-01,3850.0,2948.0,2678.6666666666665,1326.6654941368354,2370.96,0.2349259371730291,6.324358962381311
Bihar,Bhagalpur,2025,9,3942,2025-09-01,557.0,3850.0,2451.6666666666665,1701.6822069156547,3681.0,1.0709046454764817,8.279697133877628
Bihar,Bhagalpur,2025,10,2339,2025-10-01,3942.0,557.0,2783.0,1928.3212906567203,2460.846153846154,0.9504860742079849,7.757906208351747
Bihar,Bhagalpur,2025,11,3367,2025-11-01,2339.0,3942.0,2279.3333333333335,1693.2886148950902,2518.3333333333335,1.3369953673058885,8.122074375362217
Bihar,Bhagalpur,2025,12,2284,2025-12-01,3367.0,2339.0,3216.0,812.0979005021497,2227.74358974359,1.025252641513317,7.734121303328305
Bihar,Bhojpur,2025,7,823,2025-07-01,,,,0.0,2370.96,0.34711677970090293,6.714170529909472
Bihar,Bhojpur,2025,9,3503,2025-09-01,823.0,823.0,823.0,0.0,3681.0,0.9516435751151993,8.161660452056282
Bihar,Bhojpur,2025,10,2872,2025-10-01,3503.0,823.0,2163.0,1895.0461735799474,2460.846153846154,1.1670782407547382,7.96311205897929
Bihar,Bhojpur,2025,11,3143,2025-11-01,2872.0,3503.0,2399.3333333333335,1401.128235863275,2518.3333333333335,1.2480476505620457,8.053251153549096
Bihar,Bhojpur,2025,12,2638,2025-12-01,3143.0,2872.0,3172.6666666666665,316.5443623464697,2227.74358974359,1.1841578232539975,7.878155336503324
Bihar,Buxar,2025,9,2484,2025-09-01,,,,0.0,3681.0,0.6748166259166871,7.818027938530729
Bihar,Buxar,2025,10,1611,2025-10-01,2484.0,2484.0,2484.0,0.0,2460.846153846154,0.6546528711197365,7.385230923066573
Bihar,Buxar,2025,11,1544,2025-11-01,1611.0,2484.0,2047.5,617.304219975856,2518.3333333333335,0.6131039046986314,7.3427791893318455
Bihar,Buxar,2025,12,1281,2025-12-01,1544.0,1611.0,1879.6666666666667,524.4390654149759,2227.74358974359,0.5750212932480556,7.156176637480615
Bihar,Darbhanga,2025,6,448,2025-06-01,,,,0.0,2108.4545454545455,0.2124779028154039,6.1070228877422545
Bihar,Darbhanga,2025,9,5256,2025-09-01,448.0,448.0,448.0,0.0,3681.0,1.4278728606353088,8.567315800819449
Bihar,Darbhanga,2025,10,3262,2025-10-01,5256.0,448.0,2852.0,3399.7694039449207,2460.846153846154,1.3255603138377283,8.09040229659332
Bihar,Darbhanga,2025,11,3607,2025-11-01,3262.0,5256.0,2988.6666666666665,2415.6260748164923,2518.3333333333335,1.4322964923885775,8.190908881182514
Bihar,Darbhanga,2025,12,2594,2025-12-01,3607.0,3262.0,4041.6666666666665,1065.697111440832,2227.74358974359,1.1644068967099581,7.861341795599989
Bihar,Gaya,2025,4,1862,2025-04-01,,,,0.0,1962.8,0.9486447931521558,7.529943370601589
Bihar,Gaya,2025,5,2317,2025-05-01,1862.0,1862.0,1862.0,0.0,2110.0666666666666,1.098069571261051,7.748460023899697
Bihar,Gaya,2025,6,1893,2025-06-01,2317.0,1862.0,2089.5,321.7335854398791,2108.4545454545455,0.8978139956016955,7.546446273746024
Bihar,Gaya,2025,7,3212,2025-07-01,1893.0,2317.0,2024.0,254.21841003357724,2370.96,1.3547255120283115,8.074960359115858
Bihar,Gaya,2025,9,5652,2025-09-01,3212.0,1893.0,2474.0,673.3698834964332,3681.0,1.5354523227379693,8.63994165667529
Bihar,Gaya,2025,10,4061,2025-10-01,5652.0,3212.0,3585.6666666666665,1907.155036522551,2460.846153846154,1.6502453815128801,8.30943074214033
Bihar,Gaya,2025,11,3559,2025-11-01,4061.0,5652.0,4308.333333333333,1238.660701456752,2518.3333333333335,1.4132362673720398,8.177515823846075
Bihar,Gaya,2025,12,4204,2025-12-01,3559.0,4061.0,4424.0,1092.698036970873,2227.74358974359,1.8871112543441264,8.344029572407049
Bihar,Gopalganj,2025,5,907,2025-05-01,,,,0.0,2110.0666666666666,0.42984423872843047,6.811244378601294
Bihar,Gopalganj,2025,6,1773,2025-06-01,907.0,907.0,907.0,0.0,2108.4545454545455,0.8409002716332837,7.480992162869525
Bihar,Gopalganj,2025,7,2891,2025-07-01,1773.0,907.0,1340.0,612.3544725075502,2370.96,1.2193373148424185,7.969703583278656
Bihar,Gopalganj,2025,9,3056,2025-09-01,2891.0,1773.0,1857.0,994.6637622835166,3681.0,0.8302091822871963,8.025189321890835
Bihar,Gopalganj,2025,10,2134,2025-10-01,3056.0,2891.0,2573.3333333333335,698.0016714402145,2460.846153846154,0.8671813947669259,7.666221925662725
Bihar,Gopalganj,2025,11,2086,2025-11-01,2134.0,3056.0,2693.6666666666665,491.6567230632904,2518.3333333333335,0.828325612177037,7.643482907077201
Bihar,Gopalganj,2025,12,2001,2025-12-01,2086.0,2134.0,2425.3333333333335,546.7004054629309,2227.74358974359,0.8982182730596092,7.601901959875166
Bihar,Jamui,2025,4,1692,2025-04-01,,,,0.0,1962.8,0.862033829223119,7.4342573821331355
Bihar,Jamui,2025,5,550,2025-05-01,1692.0,1692.0,1692.0,0.0,2110.0666666666666,0.26065527155527757,6.311734809152915
Bihar,Jamui,2025,6,772,2025-06-01,550.0,1692.0,1121.0,807.5159441150373,2108.4545454545455,0.36614495753011567,6.650279048587422
Bihar,Jamui,2025,9,2301,2025-09-01,772.0,550.0,1004.6666666666666,605.5091521466321,3681.0,0.6251018744904577,7.741533589281828
Bihar,Jamui,2025,10,1807,2025-10-01,2301.0,772.0,1207.6666666666667,953.3385197994118,2460.846153846154,0.734300271951188,7.4999765409521215
Bihar,Jamui,2025,11,1778,2025-11-01,1807.0,2301.0,1626.6666666666667,780.2886218146036,2518.3333333333335,0.7060225016542531,7.483806687665835
Bihar,Jamui,2025,12,1198,2025-12-01,1778.0,1807.0,1962.0,293.9404701636036,2227.74358974359,0.5377638636308905,7.089243155027514
Bihar,Jehanabad,2025,4,418,2025-04-01,,,,0.0,1962.8,0.21296107601374925,6.037870919922137
Bihar,Jehanabad,2025,7,256,2025-07-01,418.0,418.0,418.0,0.0,2370.96,0.10797314168096131,5.54907608489522
Bihar,Jehanabad,2025,9,1298,2025-09-01,256.0,418.0,337.0,114.5512985522207,3681.0,0.3526215702253864,7.1693500166706
Bihar,Jehanabad,2025,10,1025,2025-10-01,1298.0,256.0,657.3333333333334,560.7150197144119,2460.846153846154,0.4165233972052948,6.933423025730715
Bihar,Jehanabad,2025,11,929,2025-11-01,1025.0,1298.0,859.6666666666666,540.3168823323341,2518.3333333333335,0.36889477167424134,6.835184586147301
Bihar,Jehanabad,2025,12,784,2025-12-01,929.0,1025.0,1084.0,191.44450893143974,2227.74358974359,0.3519256002392472,6.665683717782408
Bihar,Kaimur (Bhabua),2025,4,357,2025-04-01,,,,0.0,1962.8,0.18188302425097724,5.8805329864007
Bihar,Kaimur (Bhabua),2025,5,937,2025-05-01,357.0,357.0,357.0,0.0,2110.0666666666666,0.44406179899508197,6.843749949006225
Bihar,Kaimur (Bhabua),2025,6,711,2025-06-01,937.0,357.0,647.0,410.1219330881976,2108.4545454545455,0.33721381451283966,6.568077911411976
Bihar,Kaimur (Bhabua),2025,7,694,2025-07-01,711.0,937.0,668.3333333333334,292.3445455850568,2370.96,0.29270843877573105,6.543911845564792
Bihar,Kaimur (Bhabua),2025,9,2125,2025-09-01,694.0,711.0,780.6666666666666,135.6552001706286,3681.0,0.5772887802226088,7.661997558901893
Bihar,Kaimur (Bhabua),2025,10,1000,2025-10-01,2125.0,694.0,1176.6666666666667,821.3247429204439,2460.846153846154,0.4063642899563852,6.90875477931522
Bihar,Kaimur (Bhabua),2025,11,938,2025-11-01,1000.0,2125.0,1273.0,753.5496002254927,2518.3333333333335,0.3724685638648422,6.844815479208263
Bihar,Kaimur (Bhabua),2025,12,860,2025-12-01,938.0,1000.0,1354.3333333333333,668.1364631071509,2227.74358974359,0.3860408369971334,6.7580945044277305
Bihar,Katihar,2025,5,495,2025-05-01,,,,0.0,2110.0666666666666,0.2345897443997498,6.206575926724928
Bihar,Katihar,2025,6,985,2025-06-01,495.0,495.0,495.0,0.0,2108.4545454545455,0.46716681757404654,6.893656354602635
Bihar,Katihar,2025,9,5361,2025-09-01,985.0,495.0,740.0,346.4823227814083,3681.0,1.4563977180110144,8.587092318795905
Bihar,Katihar,2025,10,3299,2025-10-01,5361.0,985.0,2280.3333333333335,2679.161311555042,2460.846153846154,1.3405957925661147,8.101677747454572
Bihar,Katihar,2025,11,3018,2025-11-01,3299.0,5361.0,3215.0,2189.20898956678,2518.3333333333335,1.198411647914812,8.012680929706839
Bihar,Katihar,2025,12,2589,2025-12-01,3018.0,3299.0,3892.6666666666665,1279.35231009028,2227.74358974359,1.1621624732390445,7.859413154693583
Bihar,Khagaria,2025,9,3007,2025-09-01,,,,0.0,3681.0,0.8168975821785338,8.00903068506973
Bihar,Khagaria,2025,10,1495,2025-10-01,3007.0,3007.0,3007.0,0.0,2460.846153846154,0.6075146134847959,7.310550158534422
Bihar,Khagaria,2025,11,1558,2025-11-01,1495.0,3007.0,2251.0,1069.1454531540599,2518.3333333333335,0.6186631369951217,7.351799869057777
Bihar,Khagaria,2025,12,1827,2025-12-01,1558.0,1495.0,2020.0,855.3472978854846,2227.74358974359,0.8201123362718171,7.510977752014095
Bihar,Kishanganj,2025,9,3035,2025-09-01,,,,0.0,3681.0,0.8245042108120553,8.01829613851552
Bihar,Kishanganj,2025,10,2259,2025-10-01,3035.0,3035.0,3035.0,0.0,2460.846153846154,0.917976931011474,7.723120092266331
Bihar,Kishanganj,2025,11,1615,2025-11-01,2259.0,3035.0,2647.0,548.7148622007609,2518.3333333333335,0.6412971542022602,7.38770923908104
Bihar,Kishanganj,2025,12,1321,2025-12-01,1615.0,2259.0,2303.0,711.0217999470902,2227.74358974359,0.5929766810153642,7.186901020411631
Bihar,Lakhisarai,2025,6,786,2025-06-01,,,,0.0,2108.4545454545455,0.372784891993097,6.668228248417403
Bihar,Lakhisarai,2025,7,1608,2025-07-01,786.0,786.0,786.0,0.0,2370.96,0.6782062961835382,7.3833681469923835
Bihar,Lakhisarai,2025,9,1151,2025-09-01,1608.0,786.0,1197.0,581.2417741353421,3681.0,0.31268676989939886,7.049254841255837
Bihar,Lakhisarai,2025,10,546,2025-10-01,1151.0,1608.0,1181.6666666666667,411.8571758915138,2460.846153846154,0.22187490231618628,6.304448802421981
Bihar,Lakhisarai,2025,11,1163,2025-11-01,546.0,1151.0,1101.6666666666667,532.7159968813902,2518.3333333333335,0.46181336862986294,7.059617628291383
Bihar,Lakhisarai,2025,12,777,2025-12-01,1163.0,546.0,953.3333333333334,352.8120368317008,2227.74358974359,0.3487834073799682,6.656726524178391
Bihar,Madhepura,2025,9,2868,2025-09-01,,,,0.0,3681.0,0.7791361043192667,7.9617188159813645
Bihar,Madhepura,2025,10,1854,2025-10-01,2868.0,2868.0,2868.0,0.0,2460.846153846154,0.7533993935791381,7.5256399750415355
Bihar,Madhepura,2025,11,1729,2025-11-01,1854.0,2868.0,2361.0,717.0062761231592,2518.3333333333335,0.6865651886165374,7.455876687491824
Bihar,Madhepura,2025,12,2183,2025-12-01,1729.0,1854.0,2150.3333333333335,624.6521698780317,2227.74358974359,0.979915287400863,7.688913336864796
Bihar,Madhubani,2025,3,330,2025-03-01,,,,0.0,336.0,0.9821428571399341,5.802118375377063
Bihar,Madhubani,2025,4,933,2025-04-01,330.0,330.0,330.0,0.0,1962.8,0.4753413490928901,6.839476438228843
Bihar,Madhubani,2025,5,1971,2025-05-01,933.0,330.0,631.5,426.38538905548813,2110.0666666666666,0.9340937095190038,7.586803535162581
Bihar,Madhubani,2025,6,2425,2025-06-01,1971.0,933.0,1078.0,830.0536127263106,2108.4545454545455,1.1501315051949876,7.793999089503996
Bihar,Madhubani,2025,7,2141,2025-07-01,2425.0,1971.0,1776.3333333333333,764.8119594601887,2370.96,0.9030097513239772,7.669495251007694
Bihar,Madhubani,2025,9,5101,2025-09-01,2141.0,2425.0,2179.0,229.37305857489042,3681.0,1.385764737842601,8.537387898701757
Bihar,Madhubani,2025,10,4475,2025-10-01,5101.0,2141.0,3222.3333333333335,1633.158085836559,2460.846153846154,1.8184801975548235,8.406485069431817
Bihar,Madhubani,2025,11,4372,2025-11-01,4475.0,5101.0,3905.6666666666665,1559.9696578245787,2518.3333333333335,1.736068828589648,8.38320455141292
Bihar,Madhubani,2025,12,3642,2025-12-01,4372.0,4475.0,4649.333333333333,394.53052268909846,2227.74358974359,1.6348380562134417,8.200562797008564
Bihar,Munger,2025,4,491,2025-04-01,,,,0.0,1962.8,0.2501528428773945,6.198478716492308
Bihar,Munger,2025,6,406,2025-06-01,491.0,491.0,491.0,0.0,2108.4545454545455,0.1925580994264598,6.008813185442595
Bihar,Munger,2025,7,699,2025-07-01,406.0,491.0,448.5,60.10407640085654,2370.96,0.2948172891991873,6.551080335043404
Bihar,Munger,2025,9,1631,2025-09-01,699.0,406.0,532.0,150.74150058958548,3681.0,0.4430861179026235,7.397561535524052
Bihar,Munger,2025,10,844,2025-10-01,1631.0,699.0,912.0,639.6741357910291,2460.846153846154,0.34297146072318907,6.739336627357174
Bihar,Munger,2025,11,1012,2025-11-01,844.0,1631.0,1058.0,501.50074775617236,2518.3333333333335,0.40185307743200455,6.920671504248683
Bihar,Munger,2025,12,882,2025-12-01,1012.0,844.0,1162.3333333333333,414.47838705212763,2227.74358974359,0.3959163002691531,6.78332520060396
Bihar,Muzaffarpur,2025,3,74,2025-03-01,,,,0.0,336.0,0.22023809523743978,4.31748811353631
Bihar,Muzaffarpur,2025,4,2089,2025-04-01,74.0,74.0,74.0,0.0,1962.8,1.0642959038103401,7.644919344958857
Bihar,Muzaffarpur,2025,5,4366,2025-05-01,2089.0,74.0,1081.5,1424.8201640908933,2110.0666666666666,2.069128937473349,8.381831553485561
Bihar,Muzaffarpur,2025,6,3782,2025-06-01,4366.0,2089.0,2176.3333333333335,2147.3323760734697,2108.4545454545455,1.7937308670711105,8.23827262463303
Bihar,Muzaffarpur,2025,7,2149,2025-07-01,3782.0,4366.0,3412.3333333333335,1182.654781977114,2370.96,0.9063839120015073,7.673223121121708
Bihar,Muzaffarpur,2025,9,5444,2025-09-01,2149.0,3782.0,3432.3333333333335,1149.1180676211366,3681.0,1.4789459386032386,8.602453035367061
Bihar,Muzaffarpur,2025,10,3248,2025-10-01,5444.0,2149.0,3791.6666666666665,1647.521269463109,2460.846153846154,1.319871213778339,8.0861025356691
Bihar,Muzaffarpur,2025,11,3993,2025-11-01,3248.0,5444.0,3613.6666666666665,1677.6591827106406,2518.3333333333335,1.5855724685632353,8.29254851397576
Bihar,Muzaffarpur,2025,12,3153,2025-12-01,3993.0,3248.0,4228.333333333333,1116.754374664964,2227.74358974359,1.4153334407580949,8.056426767522984
Bihar,Nalanda,2025,6,1497,2025-06-01,,,,0.0,2108.4545454545455,0.7099987065059367,7.311886164077165
Bihar,Nalanda,2025,7,2058,2025-07-01,1497.0,1497.0,1497.0,0.0,2370.96,0.868002834294603,7.629975707027789
Bihar,Nalanda,2025,9,3687,2025-09-01,2058.0,1497.0,1777.5,396.6869042456532,3681.0,1.0016299918497686,8.212839584676484
Bihar,Nalanda,2025,10,2419,2025-10-01,3687.0,2058.0,2414.0,1137.5750524690668,2460.846153846154,0.9829952174044957,7.791522819150732
Bihar,Nalanda,2025,11,2415,2025-11-01,2419.0,3687.0,2721.3333333333335,855.5491413900977,2518.3333333333335,0.9589675711445563,7.789868559054706
Bihar,Nalanda,2025,12,2037,2025-12-01,2415.0,2419.0,2840.3333333333335,733.2375695048183,2227.74358974359,0.9143781220501869,7.61972421378267
Bihar,Nawada,2025,7,3672,2025-07-01,,,,0.0,2370.96,1.5487397509862888,8.208764045819667
Bihar,Nawada,2025,9,4456,2025-09-01,3672.0,3672.0,3672.0,0.0,3681.0,1.210540613963268,8.402231172946555
Bihar,Nawada,2025,10,2926,2025-10-01,4456.0,3672.0,4064.0,554.3717164502533,2460.846153846154,1.1890219124123829,7.9817332866918855
Bihar,Nawada,2025,11,2135,2025-11-01,2926.0,4456.0,3684.6666666666665,765.0786451949455,2518.3333333333335,0.8477829252147526,7.666690200080086
Bihar,Nawada,2025,12,1859,2025-12-01,2135.0,2926.0,3172.3333333333335,1179.945055217968,2227.74358974359,0.8344766464856639,7.528331766707247
Bihar,Paschim Champaran,2025,3,126,2025-03-01,,,,0.0,336.0,0.37499999999888395,4.844187086458591
Bihar,Paschim Champaran,2025,4,6709,2025-04-01,126.0,126.0,126.0,0.0,1962.8,3.4180762176465165,8.811354229965728
Bihar,Paschim Champaran,2025,5,4966,2025-05-01,6709.0,126.0,3417.5,4654.8839405510425,2110.0666666666666,2.353480142806379,8.51057131510735
Bihar,Paschim Champaran,2025,6,6507,2025-06-01,4966.0,6709.0,3933.6666666666665,3410.7559768082697,2108.4545454545455,3.0861466821871275,8.780787468338929
Bihar,Paschim Champaran,2025,7,9642,2025-07-01,6507.0,4966.0,6060.666666666667,953.3741832739835,2370.96,4.066707156593082,9.173987542510384
Bihar,Paschim Champaran,2025,9,6231,2025-09-01,9642.0,6507.0,7038.333333333333,2382.8513032359647,3681.0,1.6927465362668588,8.737452587550584
Bihar,Paschim Champaran,2025,10,3804,2025-10-01,6231.0,9642.0,7460.0,1894.699712355497,2460.846153846154,1.5458097589940891,8.244071270295786
Bihar,Paschim Champaran,2025,11,4233,2025-11-01,3804.0,6231.0,6559.0,2932.78860472418,2518.3333333333335,1.680873593645924,8.350902451694811
Bihar,Paschim Champaran,2025,12,4053,2025-12-01,4233.0,3804.0,4756.0,1295.2717861514639,2227.74358974359,1.8193296655225368,8.307459327011946
Bihar,Patna,2025,3,80,2025-03-01,,,,0.0,336.0,0.23809523809452948,4.394449154672439
Bihar,Patna,2025,4,3399,2025-04-01,80.0,80.0,80.0,0.0,1962.8,1.7317098023223296,8.131530710604252
Bihar,Patna,2025,5,474,2025-05-01,3399.0,80.0,1739.5,2346.8874067581514,2110.0666666666666,0.22463745221309375,6.163314804034641
Bihar,Patna,2025,6,1367,2025-06-01,474.0,3399.0,1317.6666666666667,1813.2209830391148,2108.4545454545455,0.648342172206824,7.221105098182496
Bihar,Patna,2025,7,2110,2025-07-01,1367.0,474.0,1746.6666666666667,1499.0051145120665,2370.96,0.8899348786985483,7.65491704784832
Bihar,Patna,2025,9,6425,2025-09-01,2110.0,1367.0,1317.0,819.1452862587931,3681.0,1.7454496060848288,8.768107539675803
Bihar,Patna,2025,10,3077,2025-10-01,6425.0,2110.0,3300.6666666666665,2731.1364545429315,2460.846153846154,1.2503829201957972,8.032035314398824
Bihar,Patna,2025,11,3634,2025-11-01,3077.0,6425.0,3870.6666666666665,2264.3401540699074,2518.3333333333335,1.4430178689603799,8.19836438996762
Bihar,Patna,2025,12,3495,2025-12-01,3634.0,3077.0,4378.666666666667,1793.9265128018294,2227.74358974359,1.568852006168583,8.159374736775426
Bihar,Purbi Champaran,2025,3,336,2025-03-01,,,,0.0,336.0,0.9999999999970238,5.820082930352362
Bihar,Purbi Champaran,2025,4,4052,2025-04-01,336.0,336.0,336.0,0.0,1962.8,2.064397799061512,8.307212626628308
Bihar,Purbi Champaran,2025,5,4508,2025-05-01,4052.0,336.0,2194.0,2627.6087988892104,2110.0666666666666,2.136425389402166,8.413830678421084
Bihar,Purbi Champaran,2025,6,6198,2025-06-01,4508.0,4052.0,2965.3333333333335,2288.455665581777,2108.4545454545455,2.9395938429684674,8.73214326770192
Bihar,Purbi Champaran,2025,7,8337,2025-07-01,6198.0,4508.0,4919.333333333333,1130.586278588827,2370.96,3.516297196070994,9.028578658440741
Bihar,Purbi Champaran,2025,9,7307,2025-09-01,8337.0,6198.0,6347.666666666667,1918.882574138744,3681.0,1.9850584080407538,8.896724917497897
Bihar,Purbi Champaran,2025,10,3756,2025-10-01,7307.0,8337.0,7280.666666666667,1069.743115581181,2460.846153846154,1.5263042730761827,8.231376045573969
Bihar,Purbi Champaran,2025,11,5063,2025-11-01,3756.0,7307.0,6466.666666666667,2403.3331715210297,2518.3333333333335,2.0104566512235564,8.529911963824013
Bihar,Purbi Champaran,2025,12,4210,2025-12-01,5063.0,3756.0,5375.333333333333,1795.9856161265134,2227.74358974359,1.8898045625092228,8.345455428161928
Bihar,Purnia,2025,4,814,2025-04-01,,,,0.0,1962.8,0.41471367434256434,6.703188113240863
Bihar,Purnia,2025,6,1418,2025-06-01,814.0,814.0,814.0,0.0,2108.4545454545455,0.6725305048933989,7.257707677160043
Bihar,Purnia,2025,7,1924,2025-07-01,1418.0,814.0,1116.0,427.0924958366747,2370.96,0.8114856429459748,7.562681246721884
